qid,n_words,t_suf_global,phi_suf_global,t_suf_perq,phi_suf_perq
test892,8,4,0.5,4,0.5
test893,9,3,0.3333,3,0.3333
test894,10,3,0.3,3,0.3
test895,7,3,0.4286,3,0.4286
test896,8,3,0.375,3,0.375
test897,7,5,0.7143,5,0.7143
test898,9,5,0.5556,2,0.2222
test899,10,7,0.7,7,0.7
test900,8,3,0.375,3,0.375
test901,13,1,0.0769,2,0.1538
test902,8,6,0.75,6,0.75
test903,10,5,0.5,4,0.4
test904,9,8,0.8889,8,0.8889
test905,7,5,0.7143,6,0.8571
test906,16,10,0.625,12,0.75
test907,10,8,0.8,8,0.8
test908,8,3,0.375,3,0.375
test909,12,4,0.3333,4,0.3333
test910,10,4,0.4,4,0.4
test911,8,3,0.375,3,0.375
test912,9,4,0.4444,5,0.5556
test913,8,4,0.5,4,0.5
test914,15,6,0.4,6,0.4
test915,8,4,0.5,4,0.5
test916,8,,,,
test917,10,6,0.6,6,0.6
test918,10,4,0.4,4,0.4
test919,8,5,0.625,5,0.625
test920,8,3,0.375,3,0.375
test921,11,8,0.7273,7,0.6364
test922,9,,,,
test923,9,6,0.6667,6,0.6667
test924,12,1,0.0833,1,0.0833
test925,8,3,0.375,3,0.375
test926,9,,,,
test927,9,7,0.7778,7,0.7778
test928,8,8,1.0,8,1.0
test929,8,5,0.625,5,0.625
test930,10,6,0.6,7,0.7
test931,10,4,0.4,4,0.4
test932,8,4,0.5,4,0.5
test933,9,8,0.8889,,
test934,8,3,0.375,3,0.375
test935,8,5,0.625,6,0.75
test936,9,4,0.4444,4,0.4444
test937,9,9,1.0,9,1.0
test938,9,,,,
test939,9,9,1.0,,
test940,8,,,,
test941,7,6,0.8571,,
test942,10,10,1.0,10,1.0
test943,8,4,0.5,1,0.125
test944,14,7,0.5,7,0.5
test945,10,8,0.8,6,0.6
test946,7,4,0.5714,4,0.5714
test947,8,8,1.0,8,1.0
test948,10,8,0.8,8,0.8
test949,13,7,0.5385,7,0.5385
test950,17,6,0.3529,1,0.0588
test951,10,,,1,0.1
test952,8,7,0.875,7,0.875
test953,11,8,0.7273,,
test954,10,7,0.7,10,1.0
test955,9,9,1.0,9,1.0
test956,9,5,0.5556,5,0.5556
test957,8,4,0.5,4,0.5
test958,8,8,1.0,8,1.0
test959,8,6,0.75,6,0.75
test960,9,9,1.0,,
test961,8,6,0.75,6,0.75
test962,10,5,0.5,5,0.5
test963,9,,,,
test964,9,2,0.2222,2,0.2222
test965,14,,,,
test966,8,4,0.5,4,0.5
test967,11,4,0.3636,4,0.3636
test968,7,3,0.4286,3,0.4286
test969,8,7,0.875,4,0.5
test970,11,7,0.6364,7,0.6364
test971,8,,,,
test972,8,3,0.375,3,0.375
test973,8,,,,
test974,9,4,0.4444,4,0.4444
test975,8,3,0.375,3,0.375
test976,10,3,0.3,3,0.3
test977,13,7,0.5385,7,0.5385
test978,8,7,0.875,7,0.875
test979,8,3,0.375,3,0.375
test980,8,6,0.75,6,0.75
test981,13,13,1.0,13,1.0
test982,10,2,0.2,2,0.2
test983,10,,,,
test984,11,4,0.3636,4,0.3636
test985,8,3,0.375,3,0.375
test986,9,4,0.4444,4,0.4444
test987,11,5,0.4545,5,0.4545
test988,8,8,1.0,5,0.625
test989,8,3,0.375,3,0.375
test990,12,5,0.4167,5,0.4167
test991,8,2,0.25,2,0.25
test992,8,4,0.5,4,0.5
test993,11,3,0.2727,3,0.2727
test994,9,3,0.3333,3,0.3333
test995,9,3,0.3333,3,0.3333
test996,7,3,0.4286,3,0.4286
test997,8,3,0.375,3,0.375
test998,9,6,0.6667,4,0.4444
test999,7,3,0.4286,3,0.4286
test1000,15,4,0.2667,4,0.2667
test1001,14,6,0.4286,6,0.4286
test1002,9,9,1.0,9,1.0
test1003,9,7,0.7778,7,0.7778
test1004,9,,,,
test1005,8,7,0.875,8,1.0
test1006,8,7,0.875,,
test1007,8,,,,
test1008,8,,,,
test1009,8,3,0.375,3,0.375
test1010,9,,,,
test1011,11,9,0.8182,9,0.8182
test1012,8,8,1.0,7,0.875
test1013,9,2,0.2222,2,0.2222
test1014,7,4,0.5714,4,0.5714
test1015,8,,,7,0.875
test1016,7,4,0.5714,4,0.5714
test1017,10,10,1.0,10,1.0
test1018,8,5,0.625,5,0.625
test1019,8,3,0.375,5,0.625
test1020,14,9,0.6429,14,1.0
test1021,8,5,0.625,5,0.625
test1022,8,8,1.0,8,1.0
test1023,8,4,0.5,4,0.5
test1024,8,6,0.75,6,0.75
test1025,10,3,0.3,3,0.3
test1026,8,1,0.125,1,0.125
test1027,9,8,0.8889,8,0.8889
test1028,8,2,0.25,1,0.125
test1029,8,5,0.625,5,0.625
test1030,8,4,0.5,5,0.625
test1031,8,4,0.5,4,0.5
test1032,8,6,0.75,6,0.75
test1033,9,,,,
test1034,8,7,0.875,8,1.0
test1035,8,1,0.125,1,0.125
test1036,8,8,1.0,7,0.875
test1037,8,4,0.5,7,0.875
test1038,8,3,0.375,3,0.375
test1039,8,6,0.75,6,0.75
test1040,8,6,0.75,6,0.75
test1041,8,7,0.875,7,0.875
test1042,8,5,0.625,5,0.625
test1043,12,7,0.5833,7,0.5833
test1044,8,,,,
test1045,8,2,0.25,2,0.25
test1046,8,7,0.875,7,0.875
test1047,10,6,0.6,5,0.5
test1048,10,10,1.0,5,0.5
test1049,8,4,0.5,4,0.5
test1050,10,6,0.6,6,0.6
test1051,10,3,0.3,3,0.3
test1052,12,3,0.25,3,0.25
test1053,8,7,0.875,7,0.875
test1054,8,4,0.5,4,0.5
test1055,11,9,0.8182,10,0.9091
test1056,11,11,1.0,,
test1057,8,5,0.625,5,0.625
test1058,8,6,0.75,8,1.0
test1059,8,8,1.0,,
test1060,12,1,0.0833,1,0.0833
test1061,8,1,0.125,1,0.125
test1062,8,3,0.375,3,0.375
test1063,8,4,0.5,4,0.5
test1064,9,6,0.6667,7,0.7778
test1065,9,5,0.5556,5,0.5556
test1066,8,1,0.125,1,0.125
test1067,8,7,0.875,7,0.875
test1068,10,6,0.6,7,0.7
test1069,10,3,0.3,4,0.4
test1070,8,4,0.5,,
test1071,8,3,0.375,3,0.375
test1072,9,8,0.8889,4,0.4444
test1073,8,,,,
test1074,10,5,0.5,5,0.5
test1075,8,,,,
test1076,8,7,0.875,7,0.875
test1077,10,7,0.7,3,0.3
test1078,9,8,0.8889,8,0.8889
test1079,8,5,0.625,,
test1080,9,1,0.1111,1,0.1111
test1081,11,4,0.3636,4,0.3636
test1082,8,4,0.5,5,0.625
test1083,13,7,0.5385,7,0.5385
test1084,8,4,0.5,4,0.5
test1085,9,3,0.3333,3,0.3333
test1086,8,4,0.5,4,0.5
test1087,9,4,0.4444,1,0.1111
test1088,8,5,0.625,,
test1089,8,3,0.375,3,0.375
test1090,13,13,1.0,13,1.0
test1091,9,6,0.6667,,
test1092,9,,,8,0.8889
test1093,8,4,0.5,4,0.5
test1094,9,5,0.5556,5,0.5556
test1095,8,,,,
test1096,8,,,,
test1097,8,6,0.75,6,0.75
test1098,10,5,0.5,6,0.6
test1099,9,9,1.0,1,0.1111
test1100,9,8,0.8889,8,0.8889
test1101,9,7,0.7778,7,0.7778
test1102,8,,,,
test1103,9,,,8,0.8889
test1104,8,7,0.875,7,0.875
test1105,10,3,0.3,3,0.3
test1106,9,4,0.4444,4,0.4444
test1107,13,5,0.3846,5,0.3846
test1108,8,,,,
test1109,9,7,0.7778,7,0.7778
test1110,13,8,0.6154,8,0.6154
test1111,7,4,0.5714,1,0.1429
test1112,7,4,0.5714,4,0.5714
test1113,10,7,0.7,7,0.7
test1114,8,4,0.5,4,0.5
test1115,8,7,0.875,,
test1116,10,6,0.6,6,0.6
test1117,8,4,0.5,4,0.5
test1118,10,6,0.6,5,0.5
test1119,8,3,0.375,3,0.375
test1120,8,8,1.0,,
test1121,8,4,0.5,4,0.5
test1122,10,7,0.7,7,0.7
test1123,9,,,,
test1124,8,7,0.875,8,1.0
test1125,8,3,0.375,2,0.25
test1126,13,5,0.3846,5,0.3846
test1127,8,7,0.875,7,0.875
test1128,12,,,,
test1129,12,8,0.6667,9,0.75
test1130,8,2,0.25,2,0.25
test1131,9,4,0.4444,4,0.4444
test1132,14,7,0.5,5,0.3571
test1133,12,,,9,0.75
test1134,9,2,0.2222,2,0.2222
test1135,8,3,0.375,3,0.375
test1136,9,6,0.6667,6,0.6667
test1137,9,5,0.5556,5,0.5556
test1138,8,8,1.0,8,1.0
test1139,10,1,0.1,1,0.1
test1140,9,3,0.3333,3,0.3333
test1141,10,7,0.7,9,0.9
test1142,9,2,0.2222,2,0.2222
test1143,8,3,0.375,3,0.375
test1144,8,3,0.375,3,0.375
test1145,8,8,1.0,8,1.0
test1146,11,7,0.6364,4,0.3636
test1147,8,5,0.625,5,0.625
test1148,8,2,0.25,2,0.25
test1149,17,8,0.4706,10,0.5882
test1150,10,7,0.7,10,1.0
test1151,8,5,0.625,5,0.625
test1152,8,5,0.625,5,0.625
test1153,15,2,0.1333,11,0.7333
test1154,8,4,0.5,4,0.5
test1155,12,3,0.25,3,0.25
test1156,8,3,0.375,3,0.375
test1157,8,,,,
test1158,8,2,0.25,2,0.25
test1159,8,4,0.5,3,0.375
test1160,8,6,0.75,8,1.0
test1161,16,5,0.3125,5,0.3125
test1162,7,7,1.0,6,0.8571
test1163,8,5,0.625,5,0.625
test1164,9,6,0.6667,6,0.6667
test1165,8,4,0.5,4,0.5
test1166,8,5,0.625,6,0.75
test1167,8,4,0.5,4,0.5
test1168,7,5,0.7143,5,0.7143
test1169,9,7,0.7778,7,0.7778
test1170,11,7,0.6364,7,0.6364
test1171,10,10,1.0,10,1.0
test1172,8,6,0.75,6,0.75
test1173,8,6,0.75,6,0.75
test1174,9,5,0.5556,5,0.5556
test1175,8,5,0.625,5,0.625
test1176,8,6,0.75,6,0.75
test1177,11,8,0.7273,,
test1178,8,4,0.5,4,0.5
test1179,8,6,0.75,6,0.75
test1180,8,7,0.875,7,0.875
test1181,8,5,0.625,5,0.625
test1182,10,6,0.6,6,0.6
test1183,9,3,0.3333,3,0.3333
test1184,8,8,1.0,8,1.0
test1185,8,4,0.5,5,0.625
test1186,8,7,0.875,7,0.875
test1187,11,3,0.2727,6,0.5455
test1188,8,7,0.875,7,0.875
test1189,8,4,0.5,4,0.5
test1190,11,10,0.9091,10,0.9091
test1191,9,,,,
test1192,11,9,0.8182,9,0.8182
test1193,9,4,0.4444,4,0.4444
test1194,15,14,0.9333,14,0.9333
test1195,11,5,0.4545,5,0.4545
test1196,8,3,0.375,3,0.375
test1197,8,5,0.625,5,0.625
test1198,15,11,0.7333,11,0.7333
test1199,8,4,0.5,5,0.625
test1200,8,1,0.125,1,0.125
test1201,9,4,0.4444,4,0.4444
test1202,8,1,0.125,1,0.125
test1203,8,4,0.5,5,0.625
test1204,8,,,,
test1205,8,6,0.75,6,0.75
test1206,8,,,,
test1207,10,1,0.1,1,0.1
test1208,9,7,0.7778,7,0.7778
test1209,8,4,0.5,4,0.5
test1210,9,6,0.6667,6,0.6667
test1211,12,5,0.4167,6,0.5
test1212,9,,,,
test1213,12,5,0.4167,5,0.4167
test1214,10,6,0.6,6,0.6
test1215,8,6,0.75,6,0.75
test1216,7,6,0.8571,6,0.8571
test1217,8,4,0.5,4,0.5
test1218,8,4,0.5,4,0.5
test1219,10,4,0.4,4,0.4
test1220,8,5,0.625,5,0.625
test1221,9,5,0.5556,5,0.5556
test1222,7,6,0.8571,4,0.5714
test1223,9,3,0.3333,3,0.3333
test1224,8,5,0.625,4,0.5
test1225,11,11,1.0,11,1.0
test1226,8,2,0.25,1,0.125
test1227,8,8,1.0,,
test1228,8,2,0.25,2,0.25
test1229,8,7,0.875,8,1.0
test1230,15,9,0.6,9,0.6
test1231,8,8,1.0,7,0.875
test1232,10,5,0.5,5,0.5
test1233,10,8,0.8,8,0.8
test1234,9,4,0.4444,4,0.4444
test1235,10,9,0.9,,
test1236,11,3,0.2727,3,0.2727
test1237,9,3,0.3333,3,0.3333
test1238,8,7,0.875,7,0.875
test1239,8,6,0.75,6,0.75
test1240,7,1,0.1429,1,0.1429
test1241,8,3,0.375,3,0.375
test1242,9,4,0.4444,8,0.8889
test1243,15,8,0.5333,8,0.5333
test1244,8,6,0.75,6,0.75
test1245,8,4,0.5,8,1.0
test1246,8,,,,
test1247,8,4,0.5,4,0.5
test1248,11,7,0.6364,9,0.8182
test1249,9,8,0.8889,8,0.8889
test1250,10,8,0.8,8,0.8
test1251,8,7,0.875,7,0.875
test1252,10,4,0.4,4,0.4
test1253,8,3,0.375,3,0.375
test1254,9,4,0.4444,4,0.4444
test1255,8,7,0.875,7,0.875
test1256,10,5,0.5,5,0.5
test1257,9,7,0.7778,4,0.4444
test1258,8,2,0.25,2,0.25
test1259,8,4,0.5,3,0.375
test1260,9,7,0.7778,9,1.0
test1261,14,14,1.0,6,0.4286
test1262,8,3,0.375,3,0.375
test1263,9,4,0.4444,4,0.4444
test1264,8,3,0.375,3,0.375
test1265,14,9,0.6429,,
test1266,9,8,0.8889,8,0.8889
test1267,8,4,0.5,4,0.5
test1268,8,3,0.375,3,0.375
test1269,8,4,0.5,4,0.5
test1270,12,5,0.4167,4,0.3333
test1271,8,1,0.125,1,0.125
test1272,7,6,0.8571,2,0.2857
test1273,8,3,0.375,3,0.375
test1274,10,8,0.8,8,0.8
test1275,9,3,0.3333,3,0.3333
test1276,8,5,0.625,5,0.625
test1277,9,2,0.2222,2,0.2222
test1278,8,8,1.0,8,1.0
test1279,12,2,0.1667,2,0.1667
test1280,9,6,0.6667,6,0.6667
test1281,9,4,0.4444,1,0.1111
test1282,9,4,0.4444,4,0.4444
test1283,8,,,,
test1284,8,7,0.875,,
test1285,8,7,0.875,7,0.875
test1286,15,5,0.3333,3,0.2
test1287,8,8,1.0,8,1.0
test1288,9,4,0.4444,4,0.4444
test1289,8,7,0.875,,
test1290,12,7,0.5833,7,0.5833
test1291,8,3,0.375,3,0.375
test1292,11,6,0.5455,6,0.5455
test1293,8,,,,
test1294,10,6,0.6,1,0.1
test1295,11,7,0.6364,7,0.6364
test1296,9,,,6,0.6667
test1297,12,12,1.0,11,0.9167
test1298,8,7,0.875,7,0.875
test1299,8,1,0.125,1,0.125
test1300,8,5,0.625,5,0.625
test1301,8,5,0.625,7,0.875
test1302,8,6,0.75,6,0.75
test1303,8,4,0.5,4,0.5
test1304,10,4,0.4,4,0.4
test1305,8,,,8,1.0
test1306,9,1,0.1111,1,0.1111
test1307,7,5,0.7143,4,0.5714
test1308,7,5,0.7143,4,0.5714
test1309,10,8,0.8,8,0.8
test1310,8,5,0.625,3,0.375
test1311,15,,,13,0.8667
test1312,9,8,0.8889,8,0.8889
test1313,8,8,1.0,,
test1314,9,,,9,1.0
test1315,9,3,0.3333,4,0.4444
test1316,9,7,0.7778,7,0.7778
test1317,8,7,0.875,7,0.875
test1318,9,9,1.0,9,1.0
test1319,9,6,0.6667,6,0.6667
test1320,8,5,0.625,,
test1321,12,6,0.5,6,0.5
test1322,9,4,0.4444,4,0.4444
test1323,8,3,0.375,5,0.625
test1324,8,4,0.5,4,0.5
test1325,8,7,0.875,3,0.375
test1326,9,7,0.7778,8,0.8889
test1327,8,3,0.375,5,0.625
test1328,11,6,0.5455,6,0.5455
test1329,8,6,0.75,6,0.75
test1330,8,5,0.625,5,0.625
test1331,8,,,7,0.875
test1332,9,4,0.4444,3,0.3333
test1333,8,7,0.875,8,1.0
test1334,11,9,0.8182,9,0.8182
test1335,9,3,0.3333,3,0.3333
test1336,9,4,0.4444,3,0.3333
test1337,8,3,0.375,3,0.375
test1338,12,2,0.1667,1,0.0833
test1339,10,5,0.5,,
test1340,8,3,0.375,3,0.375
test1341,8,7,0.875,7,0.875
test1342,9,5,0.5556,3,0.3333
test1343,8,5,0.625,8,1.0
test1344,9,3,0.3333,3,0.3333
test1345,9,6,0.6667,6,0.6667
test1346,8,,,,
test1347,8,6,0.75,6,0.75
test1348,9,7,0.7778,8,0.8889
test1349,9,8,0.8889,8,0.8889
test1350,8,7,0.875,7,0.875
test1351,8,4,0.5,4,0.5
test1352,8,1,0.125,1,0.125
test1353,8,4,0.5,4,0.5
test1354,8,8,1.0,8,1.0
test1355,8,6,0.75,6,0.75
test1356,8,1,0.125,1,0.125
test1357,7,5,0.7143,6,0.8571
test1358,8,7,0.875,7,0.875
test1359,10,10,1.0,10,1.0
test1360,8,4,0.5,,
test1361,8,,,,
test1362,7,6,0.8571,6,0.8571
test1363,8,6,0.75,,
test1364,8,6,0.75,6,0.75
test1365,17,7,0.4118,7,0.4118
test1366,8,5,0.625,6,0.75
test1367,8,1,0.125,1,0.125
test1368,10,8,0.8,8,0.8
test1369,8,5,0.625,5,0.625
test1370,11,7,0.6364,7,0.6364
test1371,8,5,0.625,5,0.625
test1372,10,10,1.0,,
test1373,8,4,0.5,4,0.5
test1374,8,3,0.375,3,0.375
test1375,9,4,0.4444,1,0.1111
test1376,11,7,0.6364,7,0.6364
test1377,8,7,0.875,4,0.5
test1378,9,9,1.0,9,1.0
test1379,9,5,0.5556,5,0.5556
test1380,9,6,0.6667,6,0.6667
test1381,9,7,0.7778,7,0.7778
test1382,10,2,0.2,2,0.2
test1383,9,5,0.5556,5,0.5556
test1384,8,6,0.75,7,0.875
test1385,8,4,0.5,3,0.375
test1386,9,5,0.5556,8,0.8889
test1387,8,7,0.875,7,0.875
test1388,11,7,0.6364,8,0.7273
test1389,11,3,0.2727,3,0.2727
test1390,8,3,0.375,3,0.375
test1391,10,5,0.5,5,0.5
test1392,9,4,0.4444,4,0.4444
test1393,9,9,1.0,8,0.8889
test1394,8,4,0.5,4,0.5
test1395,9,9,1.0,9,1.0
test1396,8,3,0.375,3,0.375
test1397,8,6,0.75,6,0.75
test1398,9,4,0.4444,4,0.4444
test1399,8,3,0.375,3,0.375
test1400,10,10,1.0,9,0.9
test1401,8,2,0.25,2,0.25
test1402,8,4,0.5,4,0.5
test1403,11,7,0.6364,7,0.6364
test1404,9,5,0.5556,5,0.5556
test1405,8,6,0.75,6,0.75
test1406,10,6,0.6,6,0.6
test1407,9,4,0.4444,4,0.4444
test1408,8,,,,
test1409,12,,,,
test1410,9,,,,
test1411,10,7,0.7,8,0.8
test1412,10,6,0.6,6,0.6
test1413,9,6,0.6667,6,0.6667
test1414,8,3,0.375,3,0.375
test1415,9,6,0.6667,8,0.8889
test1416,8,8,1.0,8,1.0
test1417,8,7,0.875,4,0.5
test1418,8,,,,
test1419,13,3,0.2308,3,0.2308
test1420,9,,,,
test1421,10,5,0.5,5,0.5
test1422,9,6,0.6667,6,0.6667
test1423,8,,,,
test1424,8,,,,
test1425,12,12,1.0,12,1.0
test1426,8,5,0.625,7,0.875
test1427,9,8,0.8889,8,0.8889
test1428,8,5,0.625,5,0.625
test1429,8,2,0.25,2,0.25
test1430,9,6,0.6667,6,0.6667
test1431,8,5,0.625,,
test1432,8,1,0.125,1,0.125
test1433,9,4,0.4444,4,0.4444
test1434,8,4,0.5,4,0.5
test1435,9,,,,
test1436,10,2,0.2,2,0.2
test1437,10,3,0.3,3,0.3
test1438,8,3,0.375,3,0.375
test1439,8,6,0.75,,
test1440,8,,,,
test1441,10,7,0.7,7,0.7
test1442,9,1,0.1111,1,0.1111
test1443,8,6,0.75,6,0.75
test1444,9,3,0.3333,3,0.3333
test1445,9,6,0.6667,6,0.6667
test1446,11,,,,
test1447,9,6,0.6667,4,0.4444
test1448,8,,,,
test1449,8,4,0.5,3,0.375
test1450,10,8,0.8,8,0.8
test1451,10,6,0.6,9,0.9
test1452,10,10,1.0,10,1.0
test1453,11,2,0.1818,2,0.1818
test1454,8,4,0.5,4,0.5
test1455,10,4,0.4,4,0.4
test1456,8,4,0.5,5,0.625
test1457,8,6,0.75,6,0.75
test1458,8,6,0.75,6,0.75
test1459,11,,,,
test1460,10,3,0.3,1,0.1
test1461,10,3,0.3,3,0.3
test1462,8,4,0.5,4,0.5
test1463,8,,,,
test1464,8,3,0.375,3,0.375
test1465,8,5,0.625,5,0.625
test1466,9,6,0.6667,6,0.6667
test1467,10,4,0.4,4,0.4
test1468,8,5,0.625,5,0.625
test1469,8,7,0.875,7,0.875
test1470,11,11,1.0,,
test1471,10,,,,
test1472,8,6,0.75,6,0.75
test1473,8,8,1.0,8,1.0
test1474,8,6,0.75,,
test1475,9,4,0.4444,4,0.4444
test1476,8,5,0.625,5,0.625
test1477,8,4,0.5,4,0.5
test1478,9,4,0.4444,4,0.4444
test1479,11,3,0.2727,3,0.2727
test1480,8,5,0.625,5,0.625
test1481,8,5,0.625,5,0.625
test1482,8,6,0.75,6,0.75
test1483,9,8,0.8889,8,0.8889
test1484,8,7,0.875,7,0.875
test1485,8,,,,
test1486,8,6,0.75,8,1.0
test1487,9,8,0.8889,8,0.8889
test1488,10,,,,
test1489,10,7,0.7,,
test1490,9,7,0.7778,7,0.7778
test1491,12,9,0.75,9,0.75
test1492,8,8,1.0,5,0.625
test1493,11,6,0.5455,6,0.5455
test1494,9,7,0.7778,8,0.8889
test1495,10,5,0.5,5,0.5
test1496,10,9,0.9,,
test1497,8,3,0.375,3,0.375
test1498,8,2,0.25,2,0.25
test1499,8,4,0.5,4,0.5
test1500,11,11,1.0,11,1.0
test1501,11,9,0.8182,7,0.6364
test1502,8,,,1,0.125
test1503,10,6,0.6,4,0.4
test1504,8,7,0.875,7,0.875
test1505,11,1,0.0909,1,0.0909
test1506,8,,,,
test1507,9,6,0.6667,6,0.6667
test1508,8,5,0.625,5,0.625
test1509,11,9,0.8182,10,0.9091
test1510,8,8,1.0,8,1.0
test1511,8,,,5,0.625
test1512,8,5,0.625,5,0.625
test1513,8,6,0.75,8,1.0
test1514,8,6,0.75,7,0.875
test1515,8,4,0.5,4,0.5
test1516,7,3,0.4286,3,0.4286
test1517,8,7,0.875,7,0.875
test1518,8,4,0.5,5,0.625
test1519,8,6,0.75,6,0.75
test1520,9,8,0.8889,8,0.8889
test1521,10,5,0.5,6,0.6
test1522,8,3,0.375,3,0.375
test1523,11,7,0.6364,7,0.6364
test1524,9,7,0.7778,7,0.7778
test1525,8,3,0.375,3,0.375
test1526,13,8,0.6154,,
test1527,11,7,0.6364,7,0.6364
test1528,13,9,0.6923,10,0.7692
test1529,10,5,0.5,5,0.5
test1530,9,5,0.5556,5,0.5556
test1531,8,4,0.5,4,0.5
test1532,7,3,0.4286,4,0.5714
test1533,11,8,0.7273,8,0.7273
test1534,9,3,0.3333,5,0.5556
test1535,8,3,0.375,3,0.375
test1536,9,9,1.0,,
test1537,9,4,0.4444,4,0.4444
test1538,8,7,0.875,7,0.875
test1539,12,4,0.3333,,
test1540,8,6,0.75,6,0.75
test1541,10,6,0.6,6,0.6
test1542,8,,,8,1.0
test1543,8,8,1.0,,
test1544,11,8,0.7273,8,0.7273
test1545,9,5,0.5556,6,0.6667
test1546,8,2,0.25,2,0.25
test1547,8,5,0.625,5,0.625
test1548,10,5,0.5,5,0.5
test1549,8,5,0.625,5,0.625
test1550,13,7,0.5385,7,0.5385
test1551,10,5,0.5,2,0.2
test1552,9,,,,
test1553,8,6,0.75,6,0.75
test1554,8,4,0.5,6,0.75
test1555,8,6,0.75,8,1.0
test1556,8,3,0.375,3,0.375
test1557,8,4,0.5,4,0.5
test1558,8,7,0.875,7,0.875
test1559,13,6,0.4615,5,0.3846
test1560,10,4,0.4,4,0.4
test1561,9,7,0.7778,7,0.7778
test1562,9,7,0.7778,7,0.7778
test1563,13,8,0.6154,8,0.6154
test1564,8,4,0.5,4,0.5
test1565,10,2,0.2,2,0.2
test1566,10,4,0.4,1,0.1
test1567,13,,,,
test1568,9,3,0.3333,3,0.3333
test1569,9,3,0.3333,4,0.4444
test1570,9,8,0.8889,8,0.8889
test1571,9,6,0.6667,4,0.4444
test1572,8,3,0.375,5,0.625
test1573,8,6,0.75,,
test1574,9,5,0.5556,5,0.5556
test1575,8,1,0.125,1,0.125
test1576,11,5,0.4545,10,0.9091
test1577,8,4,0.5,7,0.875
test1578,11,8,0.7273,8,0.7273
test1579,9,6,0.6667,4,0.4444
test1580,8,4,0.5,4,0.5
test1581,9,5,0.5556,5,0.5556
test1582,9,6,0.6667,6,0.6667
test1583,7,3,0.4286,3,0.4286
test1584,9,9,1.0,9,1.0
test1585,10,,,,
test1586,8,7,0.875,7,0.875
test1587,8,8,1.0,8,1.0
test1588,8,4,0.5,4,0.5
test1589,9,7,0.7778,7,0.7778
test1590,8,5,0.625,5,0.625
test1591,8,7,0.875,,
test1592,8,7,0.875,7,0.875
test1593,9,2,0.2222,2,0.2222
test1594,9,,,,
test1595,11,6,0.5455,7,0.6364
test1596,9,8,0.8889,9,1.0
test1597,9,5,0.5556,5,0.5556
test1598,9,,,,
test1599,7,4,0.5714,4,0.5714
test1600,8,6,0.75,6,0.75
test1601,8,3,0.375,4,0.5
test1602,10,10,1.0,10,1.0
test1603,10,3,0.3,3,0.3
test1604,12,8,0.6667,6,0.5
test1605,10,8,0.8,8,0.8
test1606,9,5,0.5556,5,0.5556
test1607,8,7,0.875,7,0.875
test1608,10,8,0.8,8,0.8
test1609,8,8,1.0,8,1.0
test1610,10,9,0.9,9,0.9
test1611,8,6,0.75,6,0.75
test1612,13,7,0.5385,7,0.5385
test1613,8,3,0.375,3,0.375
test1614,10,10,1.0,8,0.8
test1615,8,2,0.25,2,0.25
test1616,8,6,0.75,6,0.75
test1617,9,5,0.5556,6,0.6667
test1618,8,2,0.25,2,0.25
test1619,8,,,8,1.0
test1620,7,4,0.5714,4,0.5714
test1621,8,5,0.625,5,0.625
test1622,9,8,0.8889,9,1.0
test1623,10,8,0.8,10,1.0
test1624,13,7,0.5385,7,0.5385
test1625,7,1,0.1429,1,0.1429
test1626,10,4,0.4,4,0.4
test1627,8,3,0.375,3,0.375
test1628,8,5,0.625,,
test1629,10,9,0.9,9,0.9
test1630,12,7,0.5833,7,0.5833
test1631,9,4,0.4444,4,0.4444
test1632,10,6,0.6,6,0.6
test1633,8,,,,
test1634,8,4,0.5,4,0.5
test1635,8,3,0.375,3,0.375
test1636,9,6,0.6667,8,0.8889
test1637,8,5,0.625,5,0.625
test1638,8,7,0.875,7,0.875
test1639,10,,,,
test1640,13,,,,
test1641,12,12,1.0,12,1.0
test1642,12,7,0.5833,9,0.75
test1643,15,6,0.4,6,0.4
test1644,11,5,0.4545,5,0.4545
test1645,13,13,1.0,2,0.1538
test1646,7,5,0.7143,5,0.7143
test1647,11,7,0.6364,7,0.6364
test1648,8,4,0.5,4,0.5
test1649,8,4,0.5,4,0.5
test1650,8,3,0.375,8,1.0
test1651,10,3,0.3,3,0.3
test1652,11,7,0.6364,7,0.6364
test1653,9,4,0.4444,5,0.5556
test1654,8,4,0.5,4,0.5
test1655,9,7,0.7778,7,0.7778
test1656,10,9,0.9,9,0.9
test1657,8,7,0.875,6,0.75
test1658,9,7,0.7778,,
test1659,10,6,0.6,6,0.6
test1660,8,6,0.75,6,0.75
test1661,9,9,1.0,9,1.0
test1662,8,6,0.75,,
test1663,9,4,0.4444,5,0.5556
test1664,10,,,,
test1665,9,2,0.2222,2,0.2222
test1666,8,8,1.0,8,1.0
test1667,14,6,0.4286,6,0.4286
test1668,8,8,1.0,8,1.0
test1669,10,3,0.3,3,0.3
test1670,10,4,0.4,6,0.6
test1671,8,4,0.5,4,0.5
test1672,9,8,0.8889,8,0.8889
test1673,10,5,0.5,5,0.5
test1674,7,6,0.8571,6,0.8571
test1675,12,12,1.0,11,0.9167
test1676,8,8,1.0,8,1.0
test1677,9,6,0.6667,6,0.6667
test1678,9,,,,
test1679,8,7,0.875,3,0.375
test1680,9,4,0.4444,4,0.4444
test1681,8,7,0.875,7,0.875
test1682,9,4,0.4444,5,0.5556
test1683,11,3,0.2727,3,0.2727
